date,net,time,num_fish,bay
2021-03-01,1,AM,7,Wilhelmenia
2021-03-01,2,AM,4,Wilhelmenia
2021-03-01,3,AM,2,Wilhelmenia
2021-03-01,4,AM,2,Wilhelmenia
2021-03-01,5,AM,5,Wilhelmenia
2021-03-01,1,PM,1,Wilhelmenia
2021-03-01,2,PM,0,Wilhelmenia
2021-03-01,3,PM,4,Wilhelmenia
2021-03-01,4,PM,6,Wilhelmenia
2021-03-01,5,PM,1,Wilhelmenia
2021-03-01,1,AM,6,Marguarite
2021-03-01,2,AM,1,Marguarite
2021-03-01,3,AM,3,Marguarite
2021-03-01,4,AM,4,Marguarite
2021-03-01,5,AM,4,Marguarite
2021-03-01,1,PM,2,Marguarite
2021-03-01,2,PM,4,Marguarite
2021-03-01,3,PM,3,Marguarite
2021-03-01,4,PM,4,Marguarite
2021-03-01,5,PM,4,Marguarite
2021-03-02,1,AM,4,Wilhelmenia
2021-03-02,2,AM,5,Wilhelmenia
2021-03-02,3,AM,5,Wilhelmenia
2021-03-02,4,AM,6,Wilhelmenia
2021-03-02,5,AM,2,Wilhelmenia
2021-03-02,1,PM,5,Wilhelmenia
2021-03-02,2,PM,5,Wilhelmenia
2021-03-02,3,PM,6,Wilhelmenia
2021-03-02,4,PM,5,Wilhelmenia
2021-03-02,5,PM,5,Wilhelmenia
2021-03-02,1,AM,4,Marguarite
2021-03-02,2,AM,3,Marguarite
2021-03-02,3,AM,6,Marguarite
2021-03-02,4,AM,3,Marguarite
2021-03-02,5,AM,1,Marguarite
2021-03-02,1,PM,3,Marguarite
2021-03-02,2,PM,6,Marguarite
2021-03-02,3,PM,6,Marguarite
2021-03-02,4,PM,3,Marguarite
2021-03-02,5,PM,1,Marguarite
2021-03-03,1,AM,5,Wilhelmenia
2021-03-03,2,AM,6,Wilhelmenia
2021-03-03,3,AM,4,Wilhelmenia
2021-03-03,4,AM,4,Wilhelmenia
2021-03-03,5,AM,6,Wilhelmenia
2021-03-03,1,PM,3,Wilhelmenia
2021-03-03,2,PM,3,Wilhelmenia
2021-03-03,3,PM,7,Wilhelmenia
2021-03-03,4,PM,8,Wilhelmenia
2021-03-03,5,PM,5,Wilhelmenia
2021-03-03,1,AM,3,Marguarite
2021-03-03,2,AM,4,Marguarite
2021-03-03,3,AM,2,Marguarite
2021-03-03,4,AM,3,Marguarite
2021-03-03,5,AM,5,Marguarite
2021-03-03,1,PM,2,Marguarite
2021-03-03,2,PM,3,Marguarite
2021-03-03,3,PM,5,Marguarite
2021-03-03,4,PM,2,Marguarite
2021-03-03,5,PM,6,Marguarite
2021-03-04,1,AM,8,Wilhelmenia
2021-03-04,2,AM,9,Wilhelmenia
2021-03-04,3,AM,1,Wilhelmenia
2021-03-04,4,AM,5,Wilhelmenia
2021-03-04,5,AM,1,Wilhelmenia
2021-03-04,1,PM,4,Wilhelmenia
2021-03-04,2,PM,5,Wilhelmenia
2021-03-04,3,PM,4,Wilhelmenia
2021-03-04,4,PM,6,Wilhelmenia
2021-03-04,5,PM,5,Wilhelmenia
2021-03-04,1,AM,3,Marguarite
2021-03-04,2,AM,2,Marguarite
2021-03-04,3,AM,6,Marguarite
2021-03-04,4,AM,1,Marguarite
2021-03-04,5,AM,4,Marguarite
2021-03-04,1,PM,6,Marguarite
2021-03-04,2,PM,6,Marguarite
2021-03-04,3,PM,4,Marguarite
2021-03-04,4,PM,6,Marguarite
2021-03-04,5,PM,6,Marguarite
2021-03-05,1,AM,2,Wilhelmenia
2021-03-05,2,AM,2,Wilhelmenia
2021-03-05,3,AM,3,Wilhelmenia
2021-03-05,4,AM,3,Wilhelmenia
2021-03-05,5,AM,3,Wilhelmenia
2021-03-05,1,PM,4,Wilhelmenia
2021-03-05,2,PM,3,Wilhelmenia
2021-03-05,3,PM,4,Wilhelmenia
2021-03-05,4,PM,2,Wilhelmenia
2021-03-05,5,PM,4,Wilhelmenia
2021-03-05,1,AM,5,Marguarite
2021-03-05,2,AM,4,Marguarite
2021-03-05,3,AM,3,Marguarite
2021-03-05,4,AM,4,Marguarite
2021-03-05,5,AM,5,Marguarite
2021-03-05,1,PM,6,Marguarite
2021-03-05,2,PM,4,Marguarite
2021-03-05,3,PM,5,Marguarite
2021-03-05,4,PM,3,Marguarite
2021-03-05,5,PM,4,Marguarite
2021-03-06,1,AM,4,Wilhelmenia
2021-03-06,2,AM,0,Wilhelmenia
2021-03-06,3,AM,6,Wilhelmenia
2021-03-06,4,AM,1,Wilhelmenia
2021-03-06,5,AM,6,Wilhelmenia
2021-03-06,1,PM,2,Wilhelmenia
2021-03-06,2,PM,7,Wilhelmenia
2021-03-06,3,PM,6,Wilhelmenia
2021-03-06,4,PM,5,Wilhelmenia
2021-03-06,5,PM,2,Wilhelmenia
2021-03-06,1,AM,1,Marguarite
2021-03-06,2,AM,5,Marguarite
2021-03-06,3,AM,5,Marguarite
2021-03-06,4,AM,3,Marguarite
2021-03-06,5,AM,3,Marguarite
2021-03-06,1,PM,0,Marguarite
2021-03-06,2,PM,5,Marguarite
2021-03-06,3,PM,4,Marguarite
2021-03-06,4,PM,4,Marguarite
2021-03-06,5,PM,1,Marguarite
2021-03-07,1,AM,3,Wilhelmenia
2021-03-07,2,AM,4,Wilhelmenia
2021-03-07,3,AM,9,Wilhelmenia
2021-03-07,4,AM,2,Wilhelmenia
2021-03-07,5,AM,3,Wilhelmenia
2021-03-07,1,PM,4,Wilhelmenia
2021-03-07,2,PM,2,Wilhelmenia
2021-03-07,3,PM,6,Wilhelmenia
2021-03-07,4,PM,7,Wilhelmenia
2021-03-07,5,PM,5,Wilhelmenia
2021-03-07,1,AM,5,Marguarite
2021-03-07,2,AM,1,Marguarite
2021-03-07,3,AM,5,Marguarite
2021-03-07,4,AM,5,Marguarite
2021-03-07,5,AM,1,Marguarite
2021-03-07,1,PM,1,Marguarite
2021-03-07,2,PM,3,Marguarite
2021-03-07,3,PM,2,Marguarite
2021-03-07,4,PM,3,Marguarite
2021-03-07,5,PM,6,Marguarite
2021-03-08,1,AM,3,Wilhelmenia
2021-03-08,2,AM,5,Wilhelmenia
2021-03-08,3,AM,5,Wilhelmenia
2021-03-08,4,AM,6,Wilhelmenia
2021-03-08,5,AM,3,Wilhelmenia
2021-03-08,1,PM,3,Wilhelmenia
2021-03-08,2,PM,3,Wilhelmenia
2021-03-08,3,PM,4,Wilhelmenia
2021-03-08,4,PM,6,Wilhelmenia
2021-03-08,5,PM,3,Wilhelmenia
2021-03-08,1,AM,5,Marguarite
2021-03-08,2,AM,4,Marguarite
2021-03-08,3,AM,9,Marguarite
2021-03-08,4,AM,3,Marguarite
2021-03-08,5,AM,4,Marguarite
2021-03-08,1,PM,5,Marguarite
2021-03-08,2,PM,5,Marguarite
2021-03-08,3,PM,5,Marguarite
2021-03-08,4,PM,4,Marguarite
2021-03-08,5,PM,4,Marguarite
2021-03-09,1,AM,4,Wilhelmenia
2021-03-09,2,AM,2,Wilhelmenia
2021-03-09,3,AM,5,Wilhelmenia
2021-03-09,4,AM,4,Wilhelmenia
2021-03-09,5,AM,2,Wilhelmenia
2021-03-09,1,PM,7,Wilhelmenia
2021-03-09,2,PM,4,Wilhelmenia
2021-03-09,3,PM,7,Wilhelmenia
2021-03-09,4,PM,5,Wilhelmenia
2021-03-09,5,PM,3,Wilhelmenia
2021-03-09,1,AM,2,Marguarite
2021-03-09,2,AM,2,Marguarite
2021-03-09,3,AM,4,Marguarite
2021-03-09,4,AM,3,Marguarite
2021-03-09,5,AM,7,Marguarite
2021-03-09,1,PM,5,Marguarite
2021-03-09,2,PM,5,Marguarite
2021-03-09,3,PM,1,Marguarite
2021-03-09,4,PM,4,Marguarite
2021-03-09,5,PM,4,Marguarite
2021-03-10,1,AM,2,Wilhelmenia
2021-03-10,2,AM,4,Wilhelmenia
2021-03-10,3,AM,3,Wilhelmenia
2021-03-10,4,AM,1,Wilhelmenia
2021-03-10,5,AM,9,Wilhelmenia
2021-03-10,1,PM,5,Wilhelmenia
2021-03-10,2,PM,4,Wilhelmenia
2021-03-10,3,PM,3,Wilhelmenia
2021-03-10,4,PM,3,Wilhelmenia
2021-03-10,5,PM,1,Wilhelmenia
2021-03-10,1,AM,4,Marguarite
2021-03-10,2,AM,5,Marguarite
2021-03-10,3,AM,1,Marguarite
2021-03-10,4,AM,5,Marguarite
2021-03-10,5,AM,5,Marguarite
2021-03-10,1,PM,5,Marguarite
2021-03-10,2,PM,3,Marguarite
2021-03-10,3,PM,1,Marguarite
2021-03-10,4,PM,6,Marguarite
2021-03-10,5,PM,5,Marguarite
2021-03-11,1,AM,1,Wilhelmenia
2021-03-11,2,AM,5,Wilhelmenia
2021-03-11,3,AM,6,Wilhelmenia
2021-03-11,4,AM,4,Wilhelmenia
2021-03-11,5,AM,2,Wilhelmenia
2021-03-11,1,PM,7,Wilhelmenia
2021-03-11,2,PM,2,Wilhelmenia
2021-03-11,3,PM,3,Wilhelmenia
2021-03-11,4,PM,3,Wilhelmenia
2021-03-11,5,PM,4,Wilhelmenia
2021-03-11,1,AM,4,Marguarite
2021-03-11,2,AM,1,Marguarite
2021-03-11,3,AM,1,Marguarite
2021-03-11,4,AM,8,Marguarite
2021-03-11,5,AM,3,Marguarite
2021-03-11,1,PM,8,Marguarite
2021-03-11,2,PM,4,Marguarite
2021-03-11,3,PM,5,Marguarite
2021-03-11,4,PM,5,Marguarite
2021-03-11,5,PM,7,Marguarite
2021-03-12,1,AM,3,Wilhelmenia
2021-03-12,2,AM,5,Wilhelmenia
2021-03-12,3,AM,2,Wilhelmenia
2021-03-12,4,AM,0,Wilhelmenia
2021-03-12,5,AM,5,Wilhelmenia
2021-03-12,1,PM,3,Wilhelmenia
2021-03-12,2,PM,5,Wilhelmenia
2021-03-12,3,PM,2,Wilhelmenia
2021-03-12,4,PM,3,Wilhelmenia
2021-03-12,5,PM,2,Wilhelmenia
2021-03-12,1,AM,2,Marguarite
2021-03-12,2,AM,6,Marguarite
2021-03-12,3,AM,3,Marguarite
2021-03-12,4,AM,4,Marguarite
2021-03-12,5,AM,2,Marguarite
2021-03-12,1,PM,2,Marguarite
2021-03-12,2,PM,8,Marguarite
2021-03-12,3,PM,2,Marguarite
2021-03-12,4,PM,3,Marguarite
2021-03-12,5,PM,4,Marguarite
2021-03-13,1,AM,1,Wilhelmenia
2021-03-13,2,AM,4,Wilhelmenia
2021-03-13,3,AM,4,Wilhelmenia
2021-03-13,4,AM,4,Wilhelmenia
2021-03-13,5,AM,5,Wilhelmenia
2021-03-13,1,PM,2,Wilhelmenia
2021-03-13,2,PM,4,Wilhelmenia
2021-03-13,3,PM,3,Wilhelmenia
2021-03-13,4,PM,2,Wilhelmenia
2021-03-13,5,PM,5,Wilhelmenia
2021-03-13,1,AM,5,Marguarite
2021-03-13,2,AM,6,Marguarite
2021-03-13,3,AM,6,Marguarite
2021-03-13,4,AM,5,Marguarite
2021-03-13,5,AM,1,Marguarite
2021-03-13,1,PM,5,Marguarite
2021-03-13,2,PM,4,Marguarite
2021-03-13,3,PM,3,Marguarite
2021-03-13,4,PM,6,Marguarite
2021-03-13,5,PM,3,Marguarite
2021-03-14,1,AM,7,Wilhelmenia
2021-03-14,2,AM,6,Wilhelmenia
2021-03-14,3,AM,7,Wilhelmenia
2021-03-14,4,AM,5,Wilhelmenia
2021-03-14,5,AM,4,Wilhelmenia
2021-03-14,1,PM,3,Wilhelmenia
2021-03-14,2,PM,8,Wilhelmenia
2021-03-14,3,PM,2,Wilhelmenia
2021-03-14,4,PM,3,Wilhelmenia
2021-03-14,5,PM,6,Wilhelmenia
2021-03-14,1,AM,3,Marguarite
2021-03-14,2,AM,4,Marguarite
2021-03-14,3,AM,2,Marguarite
2021-03-14,4,AM,3,Marguarite
2021-03-14,5,AM,7,Marguarite
2021-03-14,1,PM,9,Marguarite
2021-03-14,2,PM,5,Marguarite
2021-03-14,3,PM,5,Marguarite
2021-03-14,4,PM,2,Marguarite
2021-03-14,5,PM,2,Marguarite
2021-03-15,1,AM,8,Wilhelmenia
2021-03-15,2,AM,5,Wilhelmenia
2021-03-15,3,AM,3,Wilhelmenia
2021-03-15,4,AM,6,Wilhelmenia
2021-03-15,5,AM,2,Wilhelmenia
2021-03-15,1,PM,6,Wilhelmenia
2021-03-15,2,PM,5,Wilhelmenia
2021-03-15,3,PM,9,Wilhelmenia
2021-03-15,4,PM,4,Wilhelmenia
2021-03-15,5,PM,4,Wilhelmenia
2021-03-15,1,AM,2,Marguarite
2021-03-15,2,AM,4,Marguarite
2021-03-15,3,AM,3,Marguarite
2021-03-15,4,AM,3,Marguarite
2021-03-15,5,AM,3,Marguarite
2021-03-15,1,PM,4,Marguarite
2021-03-15,2,PM,6,Marguarite
2021-03-15,3,PM,4,Marguarite
2021-03-15,4,PM,5,Marguarite
2021-03-15,5,PM,5,Marguarite
2021-03-16,1,AM,6,Wilhelmenia
2021-03-16,2,AM,3,Wilhelmenia
2021-03-16,3,AM,4,Wilhelmenia
2021-03-16,4,AM,8,Wilhelmenia
2021-03-16,5,AM,4,Wilhelmenia
2021-03-16,1,PM,7,Wilhelmenia
2021-03-16,2,PM,3,Wilhelmenia
2021-03-16,3,PM,4,Wilhelmenia
2021-03-16,4,PM,6,Wilhelmenia
2021-03-16,5,PM,5,Wilhelmenia
2021-03-16,1,AM,4,Marguarite
2021-03-16,2,AM,4,Marguarite
2021-03-16,3,AM,5,Marguarite
2021-03-16,4,AM,6,Marguarite
2021-03-16,5,AM,2,Marguarite
2021-03-16,1,PM,1,Marguarite
2021-03-16,2,PM,5,Marguarite
2021-03-16,3,PM,3,Marguarite
2021-03-16,4,PM,5,Marguarite
2021-03-16,5,PM,2,Marguarite
2021-03-17,1,AM,7,Wilhelmenia
2021-03-17,2,AM,4,Wilhelmenia
2021-03-17,3,AM,2,Wilhelmenia
2021-03-17,4,AM,2,Wilhelmenia
2021-03-17,5,AM,5,Wilhelmenia
2021-03-17,1,PM,1,Wilhelmenia
2021-03-17,2,PM,0,Wilhelmenia
2021-03-17,3,PM,4,Wilhelmenia
2021-03-17,4,PM,6,Wilhelmenia
2021-03-17,5,PM,1,Wilhelmenia
2021-03-17,1,AM,6,Marguarite
2021-03-17,2,AM,1,Marguarite
2021-03-17,3,AM,3,Marguarite
2021-03-17,4,AM,4,Marguarite
2021-03-17,5,AM,4,Marguarite
2021-03-17,1,PM,2,Marguarite
2021-03-17,2,PM,4,Marguarite
2021-03-17,3,PM,3,Marguarite
2021-03-17,4,PM,4,Marguarite
2021-03-17,5,PM,4,Marguarite
2021-03-18,1,AM,4,Wilhelmenia
2021-03-18,2,AM,5,Wilhelmenia
2021-03-18,3,AM,5,Wilhelmenia
2021-03-18,4,AM,6,Wilhelmenia
2021-03-18,5,AM,2,Wilhelmenia
2021-03-18,1,PM,5,Wilhelmenia
2021-03-18,2,PM,5,Wilhelmenia
2021-03-18,3,PM,6,Wilhelmenia
2021-03-18,4,PM,5,Wilhelmenia
2021-03-18,5,PM,5,Wilhelmenia
2021-03-18,1,AM,4,Marguarite
2021-03-18,2,AM,3,Marguarite
2021-03-18,3,AM,6,Marguarite
2021-03-18,4,AM,3,Marguarite
2021-03-18,5,AM,1,Marguarite
2021-03-18,1,PM,3,Marguarite
2021-03-18,2,PM,6,Marguarite
2021-03-18,3,PM,6,Marguarite
2021-03-18,4,PM,3,Marguarite
2021-03-18,5,PM,1,Marguarite
2021-03-19,1,AM,5,Wilhelmenia
2021-03-19,2,AM,6,Wilhelmenia
2021-03-19,3,AM,4,Wilhelmenia
2021-03-19,4,AM,4,Wilhelmenia
2021-03-19,5,AM,6,Wilhelmenia
2021-03-19,1,PM,3,Wilhelmenia
2021-03-19,2,PM,3,Wilhelmenia
2021-03-19,3,PM,7,Wilhelmenia
2021-03-19,4,PM,8,Wilhelmenia
2021-03-19,5,PM,5,Wilhelmenia
2021-03-19,1,AM,3,Marguarite
2021-03-19,2,AM,4,Marguarite
2021-03-19,3,AM,2,Marguarite
2021-03-19,4,AM,3,Marguarite
2021-03-19,5,AM,5,Marguarite
2021-03-19,1,PM,2,Marguarite
2021-03-19,2,PM,3,Marguarite
2021-03-19,3,PM,5,Marguarite
2021-03-19,4,PM,2,Marguarite
2021-03-19,5,PM,6,Marguarite
2021-03-20,1,AM,8,Wilhelmenia
2021-03-20,2,AM,9,Wilhelmenia
2021-03-20,3,AM,1,Wilhelmenia
2021-03-20,4,AM,5,Wilhelmenia
2021-03-20,5,AM,1,Wilhelmenia
2021-03-20,1,PM,4,Wilhelmenia
2021-03-20,2,PM,5,Wilhelmenia
2021-03-20,3,PM,4,Wilhelmenia
2021-03-20,4,PM,6,Wilhelmenia
2021-03-20,5,PM,5,Wilhelmenia
2021-03-20,1,AM,3,Marguarite
2021-03-20,2,AM,2,Marguarite
2021-03-20,3,AM,6,Marguarite
2021-03-20,4,AM,1,Marguarite
2021-03-20,5,AM,4,Marguarite
2021-03-20,1,PM,6,Marguarite
2021-03-20,2,PM,6,Marguarite
2021-03-20,3,PM,4,Marguarite
2021-03-20,4,PM,6,Marguarite
2021-03-20,5,PM,6,Marguarite
2021-03-21,1,AM,2,Wilhelmenia
2021-03-21,2,AM,2,Wilhelmenia
2021-03-21,3,AM,3,Wilhelmenia
2021-03-21,4,AM,3,Wilhelmenia
2021-03-21,5,AM,3,Wilhelmenia
2021-03-21,1,PM,4,Wilhelmenia
2021-03-21,2,PM,3,Wilhelmenia
2021-03-21,3,PM,4,Wilhelmenia
2021-03-21,4,PM,2,Wilhelmenia
2021-03-21,5,PM,4,Wilhelmenia
2021-03-21,1,AM,5,Marguarite
2021-03-21,2,AM,4,Marguarite
2021-03-21,3,AM,3,Marguarite
2021-03-21,4,AM,4,Marguarite
2021-03-21,5,AM,5,Marguarite
2021-03-21,1,PM,6,Marguarite
2021-03-21,2,PM,4,Marguarite
2021-03-21,3,PM,5,Marguarite
2021-03-21,4,PM,3,Marguarite
2021-03-21,5,PM,4,Marguarite
2021-03-22,1,AM,4,Wilhelmenia
2021-03-22,2,AM,0,Wilhelmenia
2021-03-22,3,AM,6,Wilhelmenia
2021-03-22,4,AM,1,Wilhelmenia
2021-03-22,5,AM,6,Wilhelmenia
2021-03-22,1,PM,2,Wilhelmenia
2021-03-22,2,PM,7,Wilhelmenia
2021-03-22,3,PM,6,Wilhelmenia
2021-03-22,4,PM,5,Wilhelmenia
2021-03-22,5,PM,2,Wilhelmenia
2021-03-22,1,AM,1,Marguarite
2021-03-22,2,AM,5,Marguarite
2021-03-22,3,AM,5,Marguarite
2021-03-22,4,AM,3,Marguarite
2021-03-22,5,AM,3,Marguarite
2021-03-22,1,PM,0,Marguarite
2021-03-22,2,PM,5,Marguarite
2021-03-22,3,PM,4,Marguarite
2021-03-22,4,PM,4,Marguarite
2021-03-22,5,PM,1,Marguarite
2021-03-23,1,AM,3,Wilhelmenia
2021-03-23,2,AM,4,Wilhelmenia
2021-03-23,3,AM,9,Wilhelmenia
2021-03-23,4,AM,2,Wilhelmenia
2021-03-23,5,AM,3,Wilhelmenia
2021-03-23,1,PM,4,Wilhelmenia
2021-03-23,2,PM,2,Wilhelmenia
2021-03-23,3,PM,6,Wilhelmenia
2021-03-23,4,PM,7,Wilhelmenia
2021-03-23,5,PM,5,Wilhelmenia
2021-03-23,1,AM,5,Marguarite
2021-03-23,2,AM,1,Marguarite
2021-03-23,3,AM,5,Marguarite
2021-03-23,4,AM,5,Marguarite
2021-03-23,5,AM,1,Marguarite
2021-03-23,1,PM,1,Marguarite
2021-03-23,2,PM,3,Marguarite
2021-03-23,3,PM,2,Marguarite
2021-03-23,4,PM,3,Marguarite
2021-03-23,5,PM,6,Marguarite
2021-03-24,1,AM,3,Wilhelmenia
2021-03-24,2,AM,5,Wilhelmenia
2021-03-24,3,AM,5,Wilhelmenia
2021-03-24,4,AM,6,Wilhelmenia
2021-03-24,5,AM,3,Wilhelmenia
2021-03-24,1,PM,3,Wilhelmenia
2021-03-24,2,PM,3,Wilhelmenia
2021-03-24,3,PM,4,Wilhelmenia
2021-03-24,4,PM,6,Wilhelmenia
2021-03-24,5,PM,3,Wilhelmenia
2021-03-24,1,AM,5,Marguarite
2021-03-24,2,AM,4,Marguarite
2021-03-24,3,AM,9,Marguarite
2021-03-24,4,AM,3,Marguarite
2021-03-24,5,AM,4,Marguarite
2021-03-24,1,PM,5,Marguarite
2021-03-24,2,PM,5,Marguarite
2021-03-24,3,PM,5,Marguarite
2021-03-24,4,PM,4,Marguarite
2021-03-24,5,PM,4,Marguarite
2021-03-25,1,AM,4,Wilhelmenia
2021-03-25,2,AM,2,Wilhelmenia
2021-03-25,3,AM,5,Wilhelmenia
2021-03-25,4,AM,4,Wilhelmenia
2021-03-25,5,AM,2,Wilhelmenia
2021-03-25,1,PM,7,Wilhelmenia
2021-03-25,2,PM,4,Wilhelmenia
2021-03-25,3,PM,7,Wilhelmenia
2021-03-25,4,PM,5,Wilhelmenia
2021-03-25,5,PM,3,Wilhelmenia
2021-03-25,1,AM,2,Marguarite
2021-03-25,2,AM,2,Marguarite
2021-03-25,3,AM,4,Marguarite
2021-03-25,4,AM,3,Marguarite
2021-03-25,5,AM,7,Marguarite
2021-03-25,1,PM,5,Marguarite
2021-03-25,2,PM,5,Marguarite
2021-03-25,3,PM,1,Marguarite
2021-03-25,4,PM,4,Marguarite
2021-03-25,5,PM,4,Marguarite
2021-03-26,1,AM,2,Wilhelmenia
2021-03-26,2,AM,4,Wilhelmenia
2021-03-26,3,AM,3,Wilhelmenia
2021-03-26,4,AM,1,Wilhelmenia
2021-03-26,5,AM,9,Wilhelmenia
2021-03-26,1,PM,5,Wilhelmenia
2021-03-26,2,PM,4,Wilhelmenia
2021-03-26,3,PM,3,Wilhelmenia
2021-03-26,4,PM,3,Wilhelmenia
2021-03-26,5,PM,1,Wilhelmenia
2021-03-26,1,AM,4,Marguarite
2021-03-26,2,AM,5,Marguarite
2021-03-26,3,AM,1,Marguarite
2021-03-26,4,AM,5,Marguarite
2021-03-26,5,AM,5,Marguarite
2021-03-26,1,PM,5,Marguarite
2021-03-26,2,PM,3,Marguarite
2021-03-26,3,PM,1,Marguarite
2021-03-26,4,PM,6,Marguarite
2021-03-26,5,PM,5,Marguarite
2021-03-27,1,AM,1,Wilhelmenia
2021-03-27,2,AM,5,Wilhelmenia
2021-03-27,3,AM,6,Wilhelmenia
2021-03-27,4,AM,4,Wilhelmenia
2021-03-27,5,AM,2,Wilhelmenia
2021-03-27,1,PM,7,Wilhelmenia
2021-03-27,2,PM,2,Wilhelmenia
2021-03-27,3,PM,3,Wilhelmenia
2021-03-27,4,PM,3,Wilhelmenia
2021-03-27,5,PM,4,Wilhelmenia
2021-03-27,1,AM,4,Marguarite
2021-03-27,2,AM,1,Marguarite
2021-03-27,3,AM,1,Marguarite
2021-03-27,4,AM,8,Marguarite
2021-03-27,5,AM,3,Marguarite
2021-03-27,1,PM,8,Marguarite
2021-03-27,2,PM,4,Marguarite
2021-03-27,3,PM,5,Marguarite
2021-03-27,4,PM,5,Marguarite
2021-03-27,5,PM,7,Marguarite
2021-03-28,1,AM,3,Wilhelmenia
2021-03-28,2,AM,5,Wilhelmenia
2021-03-28,3,AM,2,Wilhelmenia
2021-03-28,4,AM,0,Wilhelmenia
2021-03-28,5,AM,5,Wilhelmenia
2021-03-28,1,PM,3,Wilhelmenia
2021-03-28,2,PM,5,Wilhelmenia
2021-03-28,3,PM,2,Wilhelmenia
2021-03-28,4,PM,3,Wilhelmenia
2021-03-28,5,PM,2,Wilhelmenia
2021-03-28,1,AM,2,Marguarite
2021-03-28,2,AM,6,Marguarite
2021-03-28,3,AM,3,Marguarite
2021-03-28,4,AM,4,Marguarite
2021-03-28,5,AM,2,Marguarite
2021-03-28,1,PM,2,Marguarite
2021-03-28,2,PM,8,Marguarite
2021-03-28,3,PM,2,Marguarite
2021-03-28,4,PM,3,Marguarite
2021-03-28,5,PM,4,Marguarite
2021-03-29,1,AM,1,Wilhelmenia
2021-03-29,2,AM,4,Wilhelmenia
2021-03-29,3,AM,4,Wilhelmenia
2021-03-29,4,AM,4,Wilhelmenia
2021-03-29,5,AM,5,Wilhelmenia
2021-03-29,1,PM,2,Wilhelmenia
2021-03-29,2,PM,4,Wilhelmenia
2021-03-29,3,PM,3,Wilhelmenia
2021-03-29,4,PM,2,Wilhelmenia
2021-03-29,5,PM,5,Wilhelmenia
2021-03-29,1,AM,5,Marguarite
2021-03-29,2,AM,6,Marguarite
2021-03-29,3,AM,6,Marguarite
2021-03-29,4,AM,5,Marguarite
2021-03-29,5,AM,1,Marguarite
2021-03-29,1,PM,5,Marguarite
2021-03-29,2,PM,4,Marguarite
2021-03-29,3,PM,3,Marguarite
2021-03-29,4,PM,6,Marguarite
2021-03-29,5,PM,3,Marguarite
2021-03-30,1,AM,7,Wilhelmenia
2021-03-30,2,AM,6,Wilhelmenia
2021-03-30,3,AM,7,Wilhelmenia
2021-03-30,4,AM,5,Wilhelmenia
2021-03-30,5,AM,4,Wilhelmenia
2021-03-30,1,PM,3,Wilhelmenia
2021-03-30,2,PM,8,Wilhelmenia
2021-03-30,3,PM,2,Wilhelmenia
2021-03-30,4,PM,3,Wilhelmenia
2021-03-30,5,PM,6,Wilhelmenia
2021-03-30,1,AM,3,Marguarite
2021-03-30,2,AM,4,Marguarite
2021-03-30,3,AM,2,Marguarite
2021-03-30,4,AM,3,Marguarite
2021-03-30,5,AM,7,Marguarite
2021-03-30,1,PM,9,Marguarite
2021-03-30,2,PM,5,Marguarite
2021-03-30,3,PM,5,Marguarite
2021-03-30,4,PM,2,Marguarite
2021-03-30,5,PM,2,Marguarite
2021-03-31,1,AM,8,Wilhelmenia
2021-03-31,2,AM,5,Wilhelmenia
2021-03-31,3,AM,3,Wilhelmenia
2021-03-31,4,AM,6,Wilhelmenia
2021-03-31,5,AM,2,Wilhelmenia
2021-03-31,1,PM,6,Wilhelmenia
2021-03-31,2,PM,5,Wilhelmenia
2021-03-31,3,PM,9,Wilhelmenia
2021-03-31,4,PM,4,Wilhelmenia
2021-03-31,5,PM,4,Wilhelmenia
2021-03-31,1,AM,2,Marguarite
2021-03-31,2,AM,4,Marguarite
2021-03-31,3,AM,3,Marguarite
2021-03-31,4,AM,3,Marguarite
2021-03-31,5,AM,3,Marguarite
2021-03-31,1,PM,4,Marguarite
2021-03-31,2,PM,6,Marguarite
2021-03-31,3,PM,4,Marguarite
2021-03-31,4,PM,5,Marguarite
2021-03-31,5,PM,5,Marguarite
2021-04-01,1,AM,6,Wilhelmenia
2021-04-01,2,AM,3,Wilhelmenia
2021-04-01,3,AM,4,Wilhelmenia
2021-04-01,4,AM,8,Wilhelmenia
2021-04-01,5,AM,4,Wilhelmenia
2021-04-01,1,PM,7,Wilhelmenia
2021-04-01,2,PM,3,Wilhelmenia
2021-04-01,3,PM,4,Wilhelmenia
2021-04-01,4,PM,6,Wilhelmenia
2021-04-01,5,PM,5,Wilhelmenia
2021-04-01,1,AM,4,Marguarite
2021-04-01,2,AM,4,Marguarite
2021-04-01,3,AM,5,Marguarite
2021-04-01,4,AM,6,Marguarite
2021-04-01,5,AM,2,Marguarite
2021-04-01,1,PM,1,Marguarite
2021-04-01,2,PM,5,Marguarite
2021-04-01,3,PM,3,Marguarite
2021-04-01,4,PM,5,Marguarite
2021-04-01,5,PM,2,Marguarite
